=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 311  DAMAGE  source=-1 target=1 amount=1 action=
  tick 313  DAMAGE  source=-1 target=1 amount=1 action=
  tick 315  DAMAGE  source=-1 target=1 amount=1 action=
  tick 317  DAMAGE  source=-1 target=1 amount=1 action=
  tick 323  DAMAGE  source=-1 target=1 amount=1 action=
  tick 324  DAMAGE  source=-1 target=1 amount=1 action=
  tick 326  DAMAGE  source=-1 target=1 amount=1 action=
  tick 328  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 332  DAMAGE  source=-1 target=1 amount=1 action=
  tick 337  DAMAGE  source=-1 target=1 amount=1 action=
  tick 337  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 337  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 337  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 338  DAMAGE  source=-1 target=3 amount=1 action=
  tick 339  DAMAGE  source=-1 target=1 amount=1 action=
  tick 340  DAMAGE  source=-1 target=3 amount=1 action=
  tick 341  DAMAGE  source=-1 target=3 amount=1 action=
  tick 342  DAMAGE  source=-1 target=1 amount=1 action=
  tick 342  DEATH  source=-1 target=1 amount=0 action=
  tick 343  DAMAGE  source=-1 target=3 amount=1 action=
  tick 344  DAMAGE  source=-1 target=3 amount=1 action=
  tick 347  DAMAGE  source=-1 target=3 amount=1 action=
  tick 348  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 348  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 349  DAMAGE  source=-1 target=3 amount=1 action=
  tick 352  DAMAGE  source=-1 target=3 amount=1 action=
  tick 353  DAMAGE  source=-1 target=3 amount=1 action=
  tick 354  DAMAGE  source=-1 target=3 amount=1 action=
  tick 355  DAMAGE  source=-1 target=3 amount=1 action=
  tick 356  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 356  DAMAGE  source=2 target=13 amount=26 action=siege_shot
  tick 356  DAMAGE  source=-1 target=3 amount=1 action=
  tick 358  DAMAGE  source=-1 target=3 amount=1 action=
  tick 361  DAMAGE  source=-1 target=3 amount=1 action=
  tick 362  DAMAGE  source=-1 target=3 amount=1 action=
  tick 364  DAMAGE  source=-1 target=3 amount=1 action=
  tick 366  DAMAGE  source=-1 target=3 amount=1 action=
  tick 368  DAMAGE  source=-1 target=3 amount=1 action=
  tick 369  DAMAGE  source=-1 target=3 amount=1 action=
  tick 370  DAMAGE  source=-1 target=3 amount=1 action=
  tick 371  DAMAGE  source=-1 target=3 amount=1 action=
  tick 373  DAMAGE  source=-1 target=3 amount=1 action=
  tick 376  DAMAGE  source=-1 target=3 amount=1 action=
  tick 377  DAMAGE  source=-1 target=3 amount=1 action=
  tick 379  DAMAGE  source=-1 target=3 amount=1 action=
  tick 383  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 383  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 384  DAMAGE  source=-1 target=3 amount=1 action=
  tick 385  DAMAGE  source=-1 target=3 amount=1 action=
  tick 386  DAMAGE  source=-1 target=3 amount=1 action=
  tick 387  DAMAGE  source=-1 target=3 amount=1 action=
  tick 388  DAMAGE  source=-1 target=3 amount=1 action=
  tick 389  DAMAGE  source=-1 target=3 amount=1 action=
  tick 390  DAMAGE  source=-1 target=3 amount=1 action=
  tick 391  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 391  DAMAGE  source=2 target=13 amount=15 action=siege_shot
  tick 391  DAMAGE  source=-1 target=3 amount=1 action=
  tick 392  DAMAGE  source=-1 target=3 amount=1 action=
  tick 393  DAMAGE  source=-1 target=3 amount=1 action=
  tick 394  DAMAGE  source=-1 target=3 amount=1 action=
  tick 396  DAMAGE  source=-1 target=3 amount=1 action=
  tick 397  DAMAGE  source=-1 target=3 amount=1 action=
  tick 398  DAMAGE  source=-1 target=3 amount=1 action=
  tick 399  DAMAGE  source=-1 target=3 amount=1 action=
  tick 401  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 401  ACTION_START  source=3 target=11 amount=0 action=abomination_immolate
  tick 402  DAMAGE  source=-1 target=3 amount=1 action=
  tick 403  DAMAGE  source=-1 target=3 amount=1 action=
  tick 404  DAMAGE  source=-1 target=3 amount=1 action=
  tick 405  DAMAGE  source=-1 target=3 amount=1 action=
  tick 407  DAMAGE  source=-1 target=3 amount=1 action=
  tick 410  ACTION_FIRE  source=3 target=11 amount=0 action=abomination_immolate
  tick 410  MISS  source=3 target=11 amount=0 action=abomination_immolate
  tick 410  DAMAGE  source=-1 target=3 amount=1 action=
  tick 411  DAMAGE  source=-1 target=3 amount=1 action=
  tick 413  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 413  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 413  DAMAGE  source=-1 target=3 amount=1 action=
  tick 414  DAMAGE  source=-1 target=3 amount=1 action=
  tick 415  DAMAGE  source=-1 target=3 amount=1 action=
  tick 416  DAMAGE  source=-1 target=3 amount=1 action=
  tick 417  DAMAGE  source=-1 target=3 amount=1 action=
  tick 418  DAMAGE  source=-1 target=3 amount=1 action=
  tick 419  DAMAGE  source=-1 target=3 amount=1 action=
  tick 420  DAMAGE  source=-1 target=3 amount=1 action=
  tick 421  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 421  DAMAGE  source=2 target=13 amount=17 action=siege_shot
  tick 422  DAMAGE  source=-1 target=3 amount=1 action=
  tick 423  DAMAGE  source=-1 target=3 amount=1 action=
  tick 426  DAMAGE  source=-1 target=3 amount=1 action=
  tick 426  DEATH  source=-1 target=3 amount=0 action=
  tick 445  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 445  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 453  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 453  DAMAGE  source=2 target=13 amount=16 action=siege_shot
  tick 474  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 474  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 482  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 482  DAMAGE  source=2 target=13 amount=25 action=siege_shot
  tick 489  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 498  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 498  MISS  source=11 target=2 amount=0 action=cultist_bolt
  tick 519  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 519  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 527  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 527  DAMAGE  source=2 target=13 amount=16 action=siege_shot
  tick 532  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 541  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 541  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 541  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 542  DAMAGE  source=-1 target=2 amount=1 action=
  tick 548  DAMAGE  source=-1 target=2 amount=1 action=
  tick 551  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 551  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 553  DAMAGE  source=-1 target=2 amount=1 action=
  tick 557  DAMAGE  source=-1 target=2 amount=1 action=
  tick 559  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 559  DAMAGE  source=2 target=13 amount=17 action=siege_shot
  tick 560  DAMAGE  source=-1 target=2 amount=1 action=
  tick 562  DAMAGE  source=-1 target=2 amount=1 action=
  tick 563  DAMAGE  source=-1 target=2 amount=1 action=
  tick 564  DAMAGE  source=-1 target=2 amount=1 action=
  tick 565  DAMAGE  source=-1 target=2 amount=1 action=
  tick 566  DAMAGE  source=-1 target=2 amount=1 action=
  tick 568  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 573  DAMAGE  source=-1 target=2 amount=1 action=
  tick 575  DAMAGE  source=-1 target=2 amount=1 action=
  tick 577  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 577  MISS  source=11 target=2 amount=0 action=cultist_bolt
  tick 578  DAMAGE  source=-1 target=2 amount=1 action=
  tick 580  DAMAGE  source=-1 target=2 amount=1 action=
  tick 582  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 582  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 582  DAMAGE  source=-1 target=2 amount=1 action=
  tick 588  DAMAGE  source=-1 target=2 amount=1 action=
  tick 589  DAMAGE  source=-1 target=2 amount=1 action=
  tick 590  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 590  DAMAGE  source=2 target=13 amount=4 action=siege_shot
  tick 590  DEATH  source=2 target=13 amount=0 action=siege_shot
  tick 590  DAMAGE  source=-1 target=2 amount=1 action=
  tick 595  DAMAGE  source=-1 target=2 amount=1 action=
  tick 597  DAMAGE  source=-1 target=2 amount=1 action=
  tick 599  DAMAGE  source=-1 target=2 amount=1 action=
  tick 603  DAMAGE  source=-1 target=2 amount=1 action=
  tick 605  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 606  DAMAGE  source=-1 target=2 amount=1 action=
  tick 609  DAMAGE  source=-1 target=2 amount=1 action=
  tick 612  DAMAGE  source=-1 target=2 amount=1 action=
  tick 613  DAMAGE  source=-1 target=2 amount=1 action=
  tick 614  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 614  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 614  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 616  DAMAGE  source=-1 target=2 amount=1 action=
  tick 619  DAMAGE  source=-1 target=2 amount=1 action=
  tick 621  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 621  ACTION_START  source=2 target=11 amount=0 action=siege_shot
  tick 625  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 626  DAMAGE  source=-1 target=2 amount=1 action=
  tick 629  ACTION_FIRE  source=2 target=11 amount=0 action=siege_shot
  tick 629  DAMAGE  source=2 target=11 amount=5 action=siege_shot
  tick 629  DEATH  source=2 target=11 amount=0 action=siege_shot
  tick 629  FIGHT_END  source=-1 target=-1 amount=0 action=
--- end event log ---

=== FIGHT: no_priest (seed AAAA0002) ===
screenshot: playtest_wren_no_priest_00_select
classes picked before Start: ["Warrior", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Warrior", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_priest_01_start
screenshot: playtest_wren_no_priest_02_tick30
screenshot: playtest_wren_no_priest_03_tick120
screenshot: playtest_wren_no_priest_04_tick210
screenshot: playtest_wren_no_priest_05_tick300
screenshot: playtest_wren_no_priest_06_tick390
screenshot: playtest_wren_no_priest_07_tick480
screenshot: playtest_wren_no_priest_08_end
outcome: ENEMY_WIN at tick 602 (20.1s), survivors 0/4, frames waited 3283
--- event log for no_priest ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 27  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 27  ACTION_START  source=2 target=6 amount=0 action=siege_shot
  tick 35  ACTION_FIRE  source=2 target=6 amount=0 action=siege_shot
  tick 35  DAMAGE  source=2 target=6 amount=29 action=siege_shot
  tick 36  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 36  ACTION_START  source=1 target=5 amount=0 action=geyser_blast
  tick 45  RESOURCE_SPENT  source=2 target=-1 amount=30 action=siege_barrage
  tick 45  ACTION_START  source=2 target=6 amount=0 action=siege_barrage
  tick 46  ACTION_FIRE  source=1 target=5 amount=0 action=geyser_blast
  tick 46  DAMAGE  source=1 target=5 amount=8 action=geyser_blast
  tick 50  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 54  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 54  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 55  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 57  ACTION_FIRE  source=2 target=6 amount=0 action=siege_barrage
  tick 57  DAMAGE  source=2 target=6 amount=6 action=siege_barrage
  tick 57  DEATH  source=2 target=6 amount=0 action=siege_barrage
  tick 58  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 58  ACTION_START  source=1 target=5 amount=0 action=geyser_blast
  tick 59  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 59  DAMAGE  source=0 target=4 amount=12 action=warrior_strike
  tick 59  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 59  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 59  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 59  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 59  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 60  DAMAGE  source=-1 target=0 amount=1 action=
  tick 61  DAMAGE  source=-1 target=0 amount=1 action=
  tick 62  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 62  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 63  DAMAGE  source=-1 target=0 amount=1 action=
  tick 64  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 64  DAMAGE  source=-1 target=0 amount=1 action=
  tick 65  DAMAGE  source=-1 target=0 amount=1 action=
  tick 66  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 66  DAMAGE  source=-1 target=0 amount=1 action=
  tick 67  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 67  DAMAGE  source=-1 target=0 amount=1 action=
  tick 68  DAMAGE  source=-1 target=0 amount=1 action=
  tick 68  ACTION_FIRE  source=1 target=5 amount=0 action=geyser_blast
  tick 68  DAMAGE  source=1 target=4 amount=17 action=geyser_blast
  tick 68  DAMAGE  source=1 target=5 amount=17 action=geyser_blast
  tick 70  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 70  ACTION_START  source=3 target=7 amount=0 action=abomination_immolate
  tick 70  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 70  DAMAGE  source=-1 target=0 amount=1 action=
  tick 71  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 71  ACTION_START  source=2 target=7 amount=0 action=siege_shot
  tick 71  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 71  DAMAGE  source=-1 target=0 amount=1 action=
  tick 71  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 71  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 71  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 71  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 72  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 72  DAMAGE  source=0 target=4 amount=6 action=warrior_strike
  tick 72  DEATH  source=0 target=4 amount=0 action=warrior_strike
  tick 73  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 73  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 73  DAMAGE  source=-1 target=0 amount=1 action=
  tick 74  DAMAGE  source=-1 target=0 amount=1 action=
  tick 75  DAMAGE  source=-1 target=0 amount=1 action=
  tick 78  ACTION_FIRE  source=5 target=0 amount=0 action=goblin_stab
  tick 78  DAMAGE  source=5 target=0 amount=8 action=goblin_stab
  tick 78  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 78  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 79  DAMAGE  source=-1 target=0 amount=1 action=
  tick 79  ACTION_FIRE  source=2 target=7 amount=0 action=siege_shot
  tick 79  DAMAGE  source=2 target=7 amount=20 action=siege_shot
  tick 79  ACTION_FIRE  source=3 target=7 amount=0 action=abomination_immolate
  tick 79  DAMAGE  source=3 target=7 amount=15 action=abomination_immolate
  tick 79  DEATH  source=3 target=7 amount=0 action=abomination_immolate
  tick 79  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 79  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 79  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 80  ACTION_START  source=0 target=5 amount=0 action=warrior_strike
  tick 80  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 80  ACTION_START  source=1 target=5 amount=0 action=geyser_blast
  tick 80  DAMAGE  source=-1 target=0 amount=1 action=
  tick 80  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 80  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 81  DAMAGE  source=-1 target=0 amount=1 action=
  tick 82  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 82  DAMAGE  source=-1 target=0 amount=1 action=
  tick 83  DAMAGE  source=-1 target=0 amount=1 action=
  tick 84  DAMAGE  source=-1 target=0 amount=1 action=
  tick 85  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 85  ACTION_FIRE  source=0 target=5 amount=0 action=warrior_strike
  tick 85  DAMAGE  source=0 target=5 amount=10 action=warrior_strike
  tick 85  DEATH  source=0 target=5 amount=0 action=warrior_strike
  tick 85  DAMAGE  source=-1 target=0 amount=1 action=
  tick 87  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 87  DAMAGE  source=-1 target=0 amount=1 action=
  tick 89  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 89  ACTION_START  source=2 target=9 amount=0 action=siege_shot
  tick 89  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 89  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 90  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 90  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 90  ACTION_FIRE  source=1 target=5 amount=0 action=geyser_blast
  tick 90  MISS  source=1 target=5 amount=0 action=geyser_blast
  tick 91  DAMAGE  source=-1 target=0 amount=1 action=
  tick 92  DAMAGE  source=-1 target=0 amount=1 action=
  tick 93  DAMAGE  source=-1 target=0 amount=1 action=
  tick 94  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 94  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 95  DAMAGE  source=-1 target=0 amount=1 action=
  tick 97  ACTION_FIRE  source=2 target=9 amount=0 action=siege_shot
  tick 97  DAMAGE  source=2 target=9 amount=15 action=siege_shot
  tick 97  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 97  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 99  DAMAGE  source=-1 target=0 amount=1 action=
  tick 99  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 99  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 99  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 100  DAMAGE  source=-1 target=0 amount=1 action=
  tick 101  DAMAGE  source=-1 target=0 amount=1 action=
  tick 102  DAMAGE  source=-1 target=0 amount=1 action=
  tick 103  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 103  DAMAGE  source=-1 target=0 amount=1 action=
  tick 104  DAMAGE  source=-1 target=0 amount=1 action=
  tick 105  DAMAGE  source=-1 target=0 amount=1 action=
  tick 106  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 106  DAMAGE  source=-1 target=0 amount=1 action=
  tick 107  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 107  ACTION_START  source=2 target=9 amount=0 action=siege_shot
  tick 108  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
